FULL_CODE,PAR_CODE,PAR_NAME,DUN_CODE,DUN_NAME,DM_CODE,DM_NAME,POPULATION
055/04/15,055,LENGGONG,04,KOTA TAMPAN,15,KUAK,1381
056/05/01,056,LARUT,05,SELAMA,01,ULU SELAMA,1358
056/05/02,056,LARUT,05,SELAMA,02,SUNGAI BEDARAH,461
056/05/03,056,LARUT,05,SELAMA,03,ULU SELAMA BARAT,1333
056/05/04,056,LARUT,05,SELAMA,04,SUNGAI RAMBUTAN,1264
056/05/05,056,LARUT,05,SELAMA,05,BANGGOL JAS,1225
056/05/06,056,LARUT,05,SELAMA,06,RANTAU PANJANG UTARA,789
056/05/07,056,LARUT,05,SELAMA,07,SELAMA UTARA,967
056/05/08,056,LARUT,05,SELAMA,08,PEKAN SELAMA,1926
056/05/09,056,LARUT,05,SELAMA,09,RANTAU PANJANG,607
056/05/10,056,LARUT,05,SELAMA,10,SUNGAI BAYOR,1055
056/05/11,056,LARUT,05,SELAMA,11,KAMPONG GAROK,555
056/05/12,056,LARUT,05,SELAMA,12,KAMPONG SUNGAI SEPUTEH,539
056/05/13,056,LARUT,05,SELAMA,13,ULU MENGKUANG,713
056/05/14,056,LARUT,05,SELAMA,14,BUKIT KELIAN,1853
056/05/15,056,LARUT,05,SELAMA,15,SUNGAI TERAP,616
056/06/01,056,LARUT,06,KUBU GAJAH,01,TEBING TINGGI,398
056/06/02,056,LARUT,06,KUBU GAJAH,02,SUNGAI MALAU,429
056/06/03,056,LARUT,06,KUBU GAJAH,03,KUBU GAJAH,739
056/06/04,056,LARUT,06,KUBU GAJAH,04,SUNGAI DENDANG,892
056/06/05,056,LARUT,06,KUBU GAJAH,05,LADANG HOLYROOD,825
056/06/06,056,LARUT,06,KUBU GAJAH,06,BATU DUA PULUH,1122
056/06/07,056,LARUT,06,KUBU GAJAH,07,KAMPONG GUDANG,354
056/06/08,056,LARUT,06,KUBU GAJAH,08,SUNGAI ARA,1153
056/06/09,056,LARUT,06,KUBU GAJAH,09,REDANG PANJANG,1450
056/06/10,056,LARUT,06,KUBU GAJAH,10,BAGAN BAHARU,806
056/06/11,056,LARUT,06,KUBU GAJAH,11,FELDA IJOK,1990
056/06/12,056,LARUT,06,KUBU GAJAH,12,KAMPONG BENDANG LUAS,1007
056/06/13,056,LARUT,06,KUBU GAJAH,13,ULU IJOK TIMOR,1285
056/06/14,056,LARUT,07,BATU KURAU,14,PANTAI BESAR,1287
056/06/15,056,LARUT,07,BATU KURAU,15,RELANG,692
056/06/16,056,LARUT,07,BATU KURAU,16,KAMPONG AYER HITAM,456
056/06/17,056,LARUT,07,BATU KURAU,17,JELAI,863
056/07/01,056,LARUT,07,BATU KURAU,01,BATU KURAU,1016
056/07/02,056,LARUT,07,BATU KURAU,02,ULU SEPETANG,1010
056/07/03,056,LARUT,07,BATU KURAU,03,CHANGKAT LARAH,1213
056/07/04,056,LARUT,07,BATU KURAU,04,TAMAN RAKYAT,1871
056/07/05,056,LARUT,07,BATU KURAU,05,KAMPONG ANAK KURAU,1295
056/07/06,056,LARUT,07,BATU KURAU,06,BUKIT BERTAM,592
056/07/07,056,LARUT,07,BATU KURAU,07,CHANGKAT LOBAK,916
056/07/08,056,LARUT,07,BATU KURAU,08,SUNGAI PULAU,893
056/07/09,056,LARUT,07,BATU KURAU,09,SUNGAIAKAR,1067
056/07/10,056,LARUT,07,BATU KURAU,10,CHANGKAT PERAH,838
056/07/11,056,LARUT,07,BATU KURAU,11,KAMPONG TITI KASAI,698
056/07/12,056,LARUT,07,BATU KURAU,12,KAMPONG REPOH,1425
056/07/13,056,LARUT,07,BATU KURAU,13,KAMPONG PERAK TENGAH,1144
056/07/14,056,LARUT,07,BATU KURAU,14,KAMPONG SEMPENEH,1275
057/08/01,057,PARIT BUNTAR,08,TITI SERONG,01,SUNGAI MEGAT ARIS,988
057/08/02,057,PARIT BUNTAR,08,TITI SERONG,02,SUNGAI KOTA,1294
057/08/03,057,PARIT BUNTAR,08,TITI SERONG,03,KEDAI EMPAT,593
057/08/04,057,PARIT BUNTAR,08,TITI SERONG,04,SUNGAI STAR,614
057/08/05,057,PARIT BUNTAR,08,TITI SERONG,05,KAMPONG PERAK,463
057/08/06,057,PARIT BUNTAR,08,TITI SERONG,06,TEBOK HAJI MUSA,837
057/08/07,057,PARIT BUNTAR,08,TITI SERONG,07,KAMPONG KEDAH,1179
057/08/08,057,PARIT BUNTAR,08,TITI SERONG,08,PARIT BUNTAR,2676
057/08/09,057,PARIT BUNTAR,08,TITI SERONG,09,JALAN KEDAH,3520
057/08/10,057,PARIT BUNTAR,08,TITI SERONG,10,TAMAN KERIAN,3433
057/08/11,057,PARIT BUNTAR,08,TITI SERONG,11,PARIT TOK NGAH,1826
057/08/12,057,PARIT BUNTAR,08,TITI SERONG,12,TITI SERONG,2450
057/08/13,057,PARIT BUNTAR,08,TITI SERONG,13,SUNGAI LABU,1890
057/08/14,057,PARIT BUNTAR,08,TITI SERONG,14,PARIT SUNGAI BETUL,1310
057/08/15,057,PARIT BUNTAR,08,TITI SERONG,15,SERI TENGGARA,2389
057/09/01,057,PARIT BUNTAR,08,TITI SERONG,01,PARIT HAJI WAHAB,1445
057/09/02,057,PARIT BUNTAR,08,TITI SERONG,02,PARIT HAJI ALI,891
057/09/03,057,PARIT BUNTAR,09,KUALA KURAU,03,TANJONG PIANDANG,2231
057/09/04,057,PARIT BUNTAR,09,KUALA KURAU,04,PARIT SUNGAI BURONG,2405
057/09/05,057,PARIT BUNTAR,09,KUALA KURAU,05,PARIT HAJI ABD. RAHMAN,536
057/09/06,057,PARIT BUNTAR,09,KUALA KURAU,06,PARIT TELOK PIAL,705
057/09/07,057,PARIT BUNTAR,09,KUALA KURAU,07,PARIT TOK HIN,802
057/09/08,057,PARIT BUNTAR,09,KUALA KURAU,08,SUNGAI BAHARU,1102
057/09/09,057,PARIT BUNTAR,09,KUALA KURAU,09,BATU 14,966
057/09/10,057,PARIT BUNTAR,09,KUALA KURAU,10,JALAN BAWAH,656
057/09/11,057,PARIT BUNTAR,09,KUALA KURAU,11,PARIT ABAS,978
057/09/12,057,PARIT BUNTAR,09,KUALA KURAU,12,SIAKAP ROAD,806
057/09/13,057,PARIT BUNTAR,09,KUALA KURAU,13,SIMPANG TIGA,1486
057/09/14,057,PARIT BUNTAR,09,KUALA KURAU,14,KUALA KURAU,2124
057/09/15,057,PARIT BUNTAR,09,KUALA KURAU,15,COAST ROAD,3042
057/09/16,057,PARIT BUNTAR,09,KUALA KURAU,16,PIANDANG INDAH,3118
057/09/17,057,PARIT BUNTAR,09,KUALA KURAU,17,KURAU INDAH,1196
058/10/01,058,BAGAN SERAI,10,ALOR PONGSU,01,CHANGKAT LOBAK,952
058/10/02,058,BAGAN SERAI,10,ALOR PONGSU,02,ALOR PONGSU,1498
058/10/03,058,BAGAN SERAI,10,ALOR PONGSU,03,PARIT SIMPANG LIMA,1408
058/10/04,058,BAGAN SERAI,10,ALOR PONGSU,04,MATANG JELUTONG,1475
058/10/05,058,BAGAN SERAI,10,ALOR PONGSU,05,SUNGAI BOGAK,1946
058/10/06,058,BAGAN SERAI,10,ALOR PONGSU,06,LADANG TALI AYER,909
058/10/07,058,BAGAN SERAI,10,ALOR PONGSU,07,SIMPANG LIMA,917
058/10/08,058,BAGAN SERAI,10,ALOR PONGSU,08,JALAN BAHARU,364
058/10/09,058,BAGAN SERAI,10,ALOR PONGSU,09,PARIT HAJI AMIN,1208
058/10/10,058,BAGAN SERAI,10,ALOR PONGSU,10,KEDAI DUA,1139
058/10/11,058,BAGAN SERAI,10,ALOR PONGSU,11,MATANG GERDU,1483
058/10/12,058,BAGAN SERAI,10,ALOR PONGSU,12,SUNGAI DUNGUN,1159
058/10/13,058,BAGAN SERAI,10,ALOR PONGSU,13,LADANG LIAN SENG,1096
058/10/14,058,BAGAN SERAI,10,ALOR PONGSU,14,JIN SENG,1168
058/10/15,058,BAGAN SERAI,10,ALOR PONGSU,15,PANDAK PUTEH,322
058/10/16,058,BAGAN SERAI,10,ALOR PONGSU,16,LADANG CHERSONESE,1065
058/10/17,058,BAGAN SERAI,10,ALOR PONGSU,17,LADANG GULA,403
058/11/01,058,BAGAN SERAI,11,GUNONG SEMANGGOL,01,BATU 6 BUKIT MERAH,548
058/11/02,058,BAGAN SERAI,11,GUNONG SEMANGGOL,02,BUKIT MERAH,947
058/11/03,058,BAGAN SERAI,11,GUNONG SEMANGGOL,03,PONDOK TANJONG BARAT,585
058/11/04,058,BAGAN SERAI,11,GUNONG SEMANGGOL,04,KAMPONG SELAMAT,790
058/11/05,058,BAGAN SERAI,11,GUNONG SEMANGGOL,05,GUNONG SEMANGGOL,1935
058/11/06,058,BAGAN SERAI,11,GUNONG SEMANGGOL,06,KUBU GAJAH,1537
058/11/07,058,BAGAN SERAI,11,GUNONG SEMANGGOL,07,KAMPONG TUA,994
058/11/08,058,BAGAN SERAI,11,GUNONG SEMANGGOL,08,PADANG LALANG,1168
058/11/09,058,BAGAN SERAI,11,GUNONG SEMANGGOL,09,RAILWAY LINE,771
058/11/10,058,BAGAN SERAI,11,GUNONG SEMANGGOL,10,PARIT HAJI TAIB,1118
058/11/11,058,BAGAN SERAI,11,GUNONG SEMANGGOL,11,MESJID TINGGI,3158
058/11/12,058,BAGAN SERAI,11,GUNONG SEMANGGOL,12,KOTA BANDUNG,2523
058/11/13,058,BAGAN SERAI,11,GUNONG SEMANGGOL,13,MAIN ROAD BAGAN SERAI,1570
058/11/14,058,BAGAN SERAI,11,GUNONG SEMANGGOL,14,BAGAN SERAI,1696
058/12/01,058,BAGAN SERAI,12,SELINSING,01,JALAN SIAKAP,2927
058/12/02,058,BAGAN SERAI,12,SELINSING,02,KAMPONG KEDAH,523
058/12/03,058,BAGAN SERAI,12,SELINSING,03,TELOK MEDAN,1013
058/12/04,058,BAGAN SERAI,12,SELINSING,04,PARIT GABIS,971
058/12/05,058,BAGAN SERAI,12,SELINSING,05,PARIT HAJI TAHIR,577
058/12/06,058,BAGAN SERAI,12,SELINSING,06,SUNGAI GEDONG,1387
058/12/07,058,BAGAN SERAI,12,SELINSING,07,SIMPANG AMPAT SEMANGGOL,1852
058/12/08,058,BAGAN SERAI,12,SELINSING,08,PARIT 3 SELINSING,462
058/12/09,058,BAGAN SERAI,12,SELINSING,09,JALAN GULA,1590
058/12/10,058,BAGAN SERAI,12,SELINSING,10,SIMPANG TIGA,576
058/12/11,058,BAGAN SERAI,12,SELINSING,11,BUKIT PUTUS,476
058/12/12,058,BAGAN SERAI,12,SELINSING,12,KAMPONG DEW,2251
058/12/13,058,BAGAN SERAI,12,SELINSING,13,SELINSING,674
058/12/14,058,BAGAN SERAI,12,SELINSING,14,KUALA GULA,1430
059/13/01,059,BUKIT GANTANG,13,KUALA SEPETANG,01,KURNIA JAYA,1394
059/13/02,059,BUKIT GANTANG,13,KUALA SEPETANG,02,AYER PUTEH,2010
059/13/03,059,BUKIT GANTANG,13,KUALA SEPETANG,03,SIMPANG HALT,1929
059/13/04,059,BUKIT GANTANG,13,KUALA SEPETANG,04,JEBONG,1156
059/13/05,059,BUKIT GANTANG,13,KUALA SEPETANG,05,KUALA SAPETANG,2987
059/13/06,059,BUKIT GANTANG,13,KUALA SEPETANG,06,KAMPONG MENTERI,2398
059/13/07,059,BUKIT GANTANG,13,KUALA SEPETANG,07,MATANG GELUGOR,625
059/13/08,059,BUKIT GANTANG,13,KUALA SEPETANG,08,SUNGAI LIMAU,620
059/13/09,059,BUKIT GANTANG,13,KUALA SEPETANG,09,JALAN MANGALA,1423
059/13/10,059,BUKIT GANTANG,13,KUALA SEPETANG,10,KAMPONG JAHA,342
059/13/11,059,BUKIT GANTANG,13,KUALA SEPETANG,11,SUNGAI MATI,3789
059/13/12,059,BUKIT GANTANG,13,KUALA SEPETANG,12,BENDANG SIAM,1526
059/13/13,059,BUKIT GANTANG,13,KUALA SEPETANG,13,CHANGKAT IBOL,2037
059/13/14,059,BUKIT GANTANG,13,KUALA SEPETANG,14,PALMA,4070
059/14/01,059,BUKIT GANTANG,14,CHANGKAT JERING,01,SIMPANG LAMA,2389
059/14/02,059,BUKIT GANTANG,14,CHANGKAT JERING,02,JALAN SIMPANG,3493
059/14/03,059,BUKIT GANTANG,14,CHANGKAT JERING,03,KAWASAN J.K.R,2360
059/14/04,059,BUKIT GANTANG,14,CHANGKAT JERING,04,LARUT TIN,4507
059/14/05,059,BUKIT GANTANG,14,CHANGKAT JERING,05,AYER KUNING,3291
059/14/06,059,BUKIT GANTANG,14,CHANGKAT JERING,06,CHANGKAT JERING,1957
059/14/07,059,BUKIT GANTANG,14,CHANGKAT JERING,07,JELUTONG,1056
059/14/08,059,BUKIT GANTANG,14,CHANGKAT JERING,08,BUKIT GANTANG,1889
059/14/09,059,BUKIT GANTANG,14,CHANGKAT JERING,09,KAMPONG CHEH,2537
059/15/01,059,BUKIT GANTANG,15,TRONG,01,KUALA TRONG,876
059/15/02,059,BUKIT GANTANG,15,TRONG,02,PASIR HITAM TRONG,258
059/15/03,059,BUKIT GANTANG,15,TRONG,03,KAMPONG TEBOK TRONG,523
059/15/04,059,BUKIT GANTANG,15,TRONG,04,TRONG,506
059/15/05,059,BUKIT GANTANG,15,TRONG,05,TRONG BARAT,1459
059/15/06,059,BUKIT GANTANG,15,TRONG,06,BUKIT GANTANG SELATAN,943
059/15/07,059,BUKIT GANTANG,15,TRONG,07,AYER TERJUN,603
059/15/08,059,BUKIT GANTANG,15,TRONG,08,TEMELOK,1470
059/15/09,059,BUKIT GANTANG,15,TRONG,09,SUNGAI CHE RAHMAT,492
059/15/10,059,BUKIT GANTANG,15,TRONG,10,PERMATANG RAJA,1135
059/15/11,059,BUKIT GANTANG,15,TRONG,11,SUNGAI TINGGI,2757
059/15/12,059,BUKIT GANTANG,15,TRONG,12,PADANG GAJAH,814
059/15/13,059,BUKIT GANTANG,15,TRONG,13,BATU HAMPAR,830
059/15/14,059,BUKIT GANTANG,15,TRONG,14,SUNGAI ROTAN,321
060/16/01,060,TAIPING,16,KAMUNTING,01,SUNGAI RELONG,2462
060/16/02,060,TAIPING,16,KAMUNTING,02,KAMPONG PINANG UTARA,3268
060/16/03,060,TAIPING,16,KAMUNTING,03,KAMPONG PINANG TIMOR,1282
060/16/04,060,TAIPING,16,KAMUNTING,04,KAMPONG PINANG SELATAN,1634
060/16/05,060,TAIPING,16,KAMUNTING,05,KAMUNTING BARU,3031
060/16/06,060,TAIPING,16,KAMUNTING,06,KAMUNTING,1758
060/16/07,060,TAIPING,16,KAMUNTING,07,KAMUNTING ROAD,5361
060/16/08,060,TAIPING,16,KAMUNTING,08,WATERFALL ROAD,428
060/16/09,060,TAIPING,16,KAMUNTING,09,EXPO,3234
060/16/10,060,TAIPING,16,KAMUNTING,10,BUKIT JANA,4467
060/17/01,060,TAIPING,17,POKOK ASSAM,01,EASTERN ROAD,612
060/17/02,060,TAIPING,17,POKOK ASSAM,02,BIRCH VILLAGE,1118
060/17/03,060,TAIPING,17,POKOK ASSAM,03,MARKET STREET,1283
060/17/04,060,TAIPING,17,POKOK ASSAM,04,TUPAI LANE,640
060/17/05,060,TAIPING,17,POKOK ASSAM,05,THEATRE ROAD,566
060/17/06,060,TAIPING,17,POKOK ASSAM,06,KOTA ROAD,1057
060/17/07,060,TAIPING,17,POKOK ASSAM,07,TUPAI,3682
060/17/08,060,TAIPING,17,POKOK ASSAM,08,CORONATION ROAD,1879
060/17/09,060,TAIPING,17,POKOK ASSAM,09,KAMPONG AMAN,2413
060/17/10,060,TAIPING,17,POKOK ASSAM,10,SEKOLAH,1347
060/17/11,060,TAIPING,17,POKOK ASSAM,11,SUNGAI TUPAI,898
060/17/12,060,TAIPING,17,POKOK ASSAM,12,PASAR,1338
060/17/13,060,TAIPING,17,POKOK ASSAM,13,JALAN RAJA MUDA,1077
060/17/14,060,TAIPING,17,POKOK ASSAM,14,POKOK ASSAM,3799
060/17/15,060,TAIPING,17,POKOK ASSAM,15,MUSEUM,3659
060/17/16,060,TAIPING,17,POKOK ASSAM,16,SIMPANG ROAD,2872
060/18/01,060,TAIPING,18,AULONG,01,AULONG,2441
060/18/02,060,TAIPING,18,AULONG,02,AULONG BARAT,1448
060/18/03,060,TAIPING,18,AULONG,03,AULONG TIMOR,1383
060/18/04,060,TAIPING,18,AULONG,04,AULONG TENGAH,773
060/18/05,060,TAIPING,18,AULONG,05,AULONG SELATAN,1740
060/18/06,060,TAIPING,18,AULONG,06,BATU DUA,1037
060/18/07,060,TAIPING,18,AULONG,07,ASSAM KUMBANG,3418
060/18/08,060,TAIPING,18,AULONG,08,STATION,3254
060/18/09,060,TAIPING,18,AULONG,09,KAMPONG BOYAN,2844
060/18/10,060,TAIPING,18,AULONG,10,TAMAN MARISA,613
060/18/11,060,TAIPING,18,AULONG,11,KOTA LAMA,678
060/18/12,060,TAIPING,18,AULONG,12,AULONG LAMA,1034
060/18/13,060,TAIPING,18,AULONG,13,TAMAN SENING,1122
060/18/14,060,TAIPING,18,AULONG,14,PENGKALAN AOR,5262
060/18/15,060,TAIPING,18,AULONG,15,SIMPANG BARU,3714
060/18/16,060,TAIPING,18,AULONG,16,BARRACK ROAD,506
061/19/01,061,PADANG RENGAS,19,CHENDEROH,01,JENALIK,911
061/19/02,061,PADANG RENGAS,19,CHENDEROH,02,EMPANGAN CHENDEROH,232
061/19/03,061,PADANG RENGAS,19,CHENDEROH,03,SAUK,1231
061/19/04,061,PADANG RENGAS,19,CHENDEROH,04,SAUK UTARA,702
061/19/05,061,PADANG RENGAS,19,CHENDEROH,05,KAMPONG SETERUS,533
061/19/06,061,PADANG RENGAS,19,CHENDEROH,06,BENDANG SELINSING,267
061/19/07,061,PADANG RENGAS,19,CHENDEROH,07,CHEGAR GALAH,737
061/19/08,061,PADANG RENGAS,19,CHENDEROH,08,KAMPONG CHUAR,716
061/19/09,061,PADANG RENGAS,19,CHENDEROH,09,KAMPONG CHEH,744
061/19/10,061,PADANG RENGAS,19,CHENDEROH,10,KATI,632
061/19/11,061,PADANG RENGAS,19,CHENDEROH,11,CHANGKAT JAMBU,605
061/19/12,061,PADANG RENGAS,19,CHENDEROH,12,LIMAN KATI,1158
061/19/13,061,PADANG RENGAS,19,CHENDEROH,13,BERALA,799
061/19/14,061,PADANG RENGAS,19,CHENDEROH,14,LUBOK CHAPIN,415
061/19/15,061,PADANG RENGAS,19,CHENDEROH,15,KAMPONG JAMUAN,879
061/19/16,061,PADANG RENGAS,19,CHENDEROH,16,BELURU,1425
061/19/17,061,PADANG RENGAS,19,CHENDEROH,17,KOTA LAMA KIRI,1470
061/20/01,061,PADANG RENGAS,20,LUBOK MERBAU,01,KAMPONG STATION,2537
061/20/02,061,PADANG RENGAS,20,LUBOK MERBAU,02,KAMPONG BASONG,1495
061/20/03,061,PADANG RENGAS,20,LUBOK MERBAU,03,LUBOK MERBAU,1260
061/20/04,061,PADANG RENGAS,20,LUBOK MERBAU,04,KAMPONG RAMBONG,728
061/20/05,061,PADANG RENGAS,20,LUBOK MERBAU,05,KAMPONG TANAH MERAH,585
061/20/06,061,PADANG RENGAS,20,LUBOK MERBAU,06,KAMPONG LANEH,885
061/20/07,061,PADANG RENGAS,20,LUBOK MERBAU,07,KROH HILIR,1172
061/20/08,061,PADANG RENGAS,20,LUBOK MERBAU,08,KAMPONG LALANG,1030
061/20/09,061,PADANG RENGAS,20,LUBOK MERBAU,09,PADANG ASSAM,1345
061/20/10,061,PADANG RENGAS,20,LUBOK MERBAU,10,KAMPONG BUAYA,1394
061/20/11,061,PADANG RENGAS,20,LUBOK MERBAU,11,KAMPONG JAYA,1121
061/20/12,061,PADANG RENGAS,20,LUBOK MERBAU,12,PADANG RENGAS UTARA,611
061/20/13,061,PADANG RENGAS,20,LUBOK MERBAU,13,KAMPONG PAYA,788
061/20/14,061,PADANG RENGAS,20,LUBOK MERBAU,14,PADANG RENGAS,320
062/21/01,062,SUNGAI SIPUT,21,LINTANG,01,POS LEGAP,1055
062/21/02,062,SUNGAI SIPUT,21,LINTANG,02,POS PIAH,598
062/21/03,062,SUNGAI SIPUT,21,LINTANG,03,CHENEIN,451
062/21/04,062,SUNGAI SIPUT,21,LINTANG,04,RANCANGAN BELIA KHAS PERLOP,1663
062/21/05,062,SUNGAI SIPUT,21,LINTANG,05,CHIOR LASAH,990
062/21/06,062,SUNGAI SIPUT,21,LINTANG,06,LINTANG,1149
062/21/07,062,SUNGAI SIPUT,21,LINTANG,07,LKTP LASAH,1723
062/21/08,062,SUNGAI SIPUT,21,LINTANG,08,LADANG ELPHIL,738
062/21/09,062,SUNGAI SIPUT,21,LINTANG,09,KAMPONG MOR,997
062/21/10,062,SUNGAI SIPUT,21,LINTANG,10,TROSOR,565
062/21/11,062,SUNGAI SIPUT,21,LINTANG,11,KAMPONG JAWANG,685
062/21/12,062,SUNGAI SIPUT,21,LINTANG,12,SUNGAI PELUS,982
062/21/13,062,SUNGAI SIPUT,21,LINTANG,13,KAMPONG TEMIN,1312
062/21/14,062,SUNGAI SIPUT,21,LINTANG,14,CHANGKAT SALAK,507
062/21/15,062,SUNGAI SIPUT,21,LINTANG,15,KAMPONG KARAI,556
062/21/16,062,SUNGAI SIPUT,21,LINTANG,16,KARAI LUAR,722
062/21/17,062,SUNGAI SIPUT,21,LINTANG,17,PEKAN KARAI,554
062/21/18,062,SUNGAI SIPUT,21,LINTANG,18,KAMPONG ENGGOR,600
062/21/19,062,SUNGAI SIPUT,21,LINTANG,19,SALAK TIMOR,1380
062/21/20,062,SUNGAI SIPUT,21,LINTANG,20,KAMPONG BATANG KULIM,948
062/21/21,062,SUNGAI SIPUT,21,LINTANG,21,KAMPONG KANDANG HULU,651
062/21/22,062,SUNGAI SIPUT,21,LINTANG,22,SALAK NORTH,1474
062/21/23,062,SUNGAI SIPUT,21,LINTANG,23,KAMUNING BARAT,924
062/21/24,062,SUNGAI SIPUT,21,LINTANG,24,KAMUNING TIMOR,1863
062/21/25,062,SUNGAI SIPUT,21,LINTANG,25,POS PERWOR,369
062/21/26,062,SUNGAI SIPUT,21,LINTANG,26,POS KUALA MU,306
062/22/01,062,SUNGAI SIPUT,22,JALONG,01,JALONG BARAT,3651
062/22/02,062,SUNGAI SIPUT,22,JALONG,02,JALONG TIMOR,1849
062/22/03,062,SUNGAI SIPUT,22,JALONG,03,JALAN LINTANG,2049
062/22/04,062,SUNGAI SIPUT,22,JALONG,04,LINTANG ROAD BARAT,1237
062/22/05,062,SUNGAI SIPUT,22,JALONG,05,SIMPANG TIGA,4337
062/22/06,062,SUNGAI SIPUT,22,JALONG,06,SUNGAI PELANG,857
062/22/07,062,SUNGAI SIPUT,22,JALONG,07,RIMBA PANJANG UTARA,1984
062/22/08,062,SUNGAI SIPUT,22,JALONG,08,MAHKAMAH,953
062/22/09,062,SUNGAI SIPUT,22,JALONG,09,MAIN ROAD,909
062/22/10,062,SUNGAI SIPUT,22,JALONG,10,SUNGAI BULOH SELATAN,2444
062/22/11,062,SUNGAI SIPUT,22,JALONG,11,KAMPONG BAHAGIA,4485
062/22/12,062,SUNGAI SIPUT,22,JALONG,12,KAMPONG MUHIBBAH,3012
063/23/01,063,TAMBUN,23,MANJOI,01,PEKAN CHEMOR,983
063/23/02,063,TAMBUN,23,MANJOI,02,KELABANG,6555
063/23/03,063,TAMBUN,23,MANJOI,03,KUALA KUANG,5994
